,uid,sentence,sentenceId,parse
6,1,"This matter is of great importance , and the outcome may mean the difference between life or death , or at least serious injuries , for many veterans .",40,"(S1
  (S
    (S
      (NP (DT This) (NN matter))
      (VP (VBZ is) (PP (IN of) (NP (JJ great) (NN importance)))))
    (, ,)
    (CC and)
    (S
      (NP (DT the) (NN outcome))
      (VP
        (MD may)
        (VP
          (VB mean)
          (NP
            (NP (DT the) (NN difference))
            (PP
              (IN between)
              (NP
                (NN life)
                (CC or)
                (NN death)
                (, ,)
                (CC or)
                (ADVP (IN at) (JJS least))
                (NP (JJ serious) (NNS injuries)))))
          (, ,)
          (PP (IN for) (NP (JJ many) (NNS veterans))))))
    (. .)))"
7,1,How does Tri-State get its revenue from this plan ? ?,95,"(S1
  (SBARQ
    (WHADVP (WRB How))
    (SQ
      (VBZ does)
      (NP (NNP Tri-State))
      (VP
        (VB get)
        (NP (PRP$ its) (NN revenue))
        (PP (IN from) (NP (DT this) (NN plan))))
      (. ?))
    (. ?)))"
8,1,"`` The countries are trying to build in a decade the kind of society we took a century to build '' , he said .",39,"(S1
  (S
    (S
      (`` ``)
      (NP (DT The) (NNS countries))
      (VP
        (VBP are)
        (VP
          (VBG trying)
          (S
            (VP
              (TO to)
              (VP
                (VB build)
                (PP (IN in) (NP (DT a) (NN decade)))
                (NP
                  (NP (DT the) (NN kind))
                  (PP (IN of) (NP (NN society)))
                  (SBAR
                    (S
                      (NP (PRP we))
                      (VP
                        (VBD took)
                        (NP (DT a) (NN century))
                        (S (VP (TO to) (VP (VB build)))))))))))))
      ('' ''))
    (, ,)
    (NP (PRP he))
    (VP (VBD said))
    (. .)))"
9,1,"Wants to get to her booze , I guess '' .",81,"(S1
  (S
    (S
      (VP
        (VBZ Wants)
        (S
          (VP
            (TO to)
            (VP (VB get) (PP (TO to) (NP (PRP$ her) (NN booze))))))))
    (, ,)
    (S (NP (PRP I)) (VP (VB guess) ('' '')))
    (. .)))"
10,1,She might have been talking to some of her friends about her husband if they've been having any trouble '' .,44,"(S1
  (S
    (NP (PRP She))
    (VP
      (MD might)
      (VP
        (VB have)
        (VP
          (VBN been)
          (VP
            (VBG talking)
            (PP
              (TO to)
              (NP
                (NP (DT some))
                (PP (IN of) (NP (PRP$ her) (NNS friends)))))
            (PP
              (IN about)
              (NP
                (PRP$ her)
                (NN husband)
                (SBAR
                  (IN if)
                  (S
                    (VP
                      (VBP they've)
                      (VP
                        (VBN been)
                        (VP (VBG having) (NP (DT any) (NN trouble)))))
                    ('' '')))))))))
    (. .)))"
11,1,"One morning , we discovered not only that the pennies were missing from the idol but that a cigarette had been stubbed out in its lap .",9,"(S1
  (S
    (NP (CD One) (NN morning))
    (, ,)
    (NP (PRP we))
    (VP
      (VBD discovered)
      (SBAR
        (ADVP (RB not) (RB only))
        (SBAR
          (IN that)
          (S
            (NP (DT the) (NNS pennies))
            (VP
              (VBD were)
              (ADJP (JJ missing))
              (PP (IN from) (NP (DT the) (NN idol))))))
        (CC but)
        (SBAR
          (IN that)
          (S
            (NP (DT a) (NN cigarette))
            (VP
              (VBD had)
              (VP
                (VBN been)
                (VP
                  (VBN stubbed)
                  (PRT (RP out))
                  (PP (IN in) (NP (PRP$ its) (NN lap))))))))))
    (. .)))"
12,1,"Against such a termination of human life on earth by human action , he then proposes as an alternative that we `` negotiate at once with the Russians and get the best terms which are available '' , that we deliberately `` negotiate from comparative weakness '' .",13,"(S1
  (S
    (PP
      (IN Against)
      (NP
        (NP (PDT such) (DT a) (NN termination))
        (PP
          (IN of)
          (NP (NP (JJ human) (NN life)) (PP (IN on) (NP (NN earth)))))
        (PP (IN by) (NP (JJ human) (NN action)))))
    (, ,)
    (NP (PRP he))
    (ADVP (RB then))
    (VP
      (VBZ proposes)
      (PP
        (IN as)
        (NP
          (NP (DT an) (NN alternative))
          (SBAR
            (IN that)
            (S
              (NP (PRP we))
              (`` ``)
              (VP
                (VP
                  (VB negotiate)
                  (ADVP (IN at) (RB once))
                  (PP (IN with) (NP (DT the) (NNPS Russians))))
                (CC and)
                (VP
                  (VB get)
                  (NP
                    (NP (DT the) (JJS best) (NNS terms))
                    (SBAR
                      (WHNP (WDT which))
                      (S
                        (VP (VBP are) (ADJP (JJ available)) ('' '')))))))))))
      (, ,)
      (SBAR
        (IN that)
        (S
          (NP (PRP we))
          (ADVP (RB deliberately))
          (VP
            (`` ``)
            (VP
              (VB negotiate)
              (PP (IN from) (NP (JJ comparative) (NN weakness))))
            ('' '')))))
    (. .)))"
13,1,He also asked Congress to approve establishment of a national child health institute .,71,"(S1
  (S
    (NP (PRP He))
    (ADVP (RB also))
    (VP
      (VBD asked)
      (NP (NNP Congress))
      (S
        (VP
          (TO to)
          (VP
            (VB approve)
            (S
              (VP
                (NN establishment)
                (PP
                  (IN of)
                  (NP
                    (DT a)
                    (JJ national)
                    (NN child)
                    (NN health)
                    (NN institute)))))))))
    (. .)))"
14,1,"It doesn't take a Gore Vidal to tell you what's wrong with Cherokee Textile's slogan ( Pitney-Bowes Objects '' , July 1 ) .",42,"(S1
  (S
    (NP (PRP It))
    (VP
      (VBZ doesn't)
      (VP
        (VB take)
        (NP (DT a) (NNP Gore) (NNP Vidal))
        (S
          (VP
            (TO to)
            (VP
              (VB tell)
              (SBAR
                (S
                  (NP (PRP you))
                  (VP
                    (VBP what's)
                    (ADJP
                      (JJ wrong)
                      (PP
                        (IN with)
                        (NP
                          (NNP Cherokee)
                          (NNP Textile's)
                          (NN slogan))))
                    (PRN
                      (-LRB- -LRB-)
                      (NP
                        (NP (NNS Pitney-Bowes) (NNS Objects) ('' ''))
                        (, ,)
                        (NP (NNP July) (CD 1)))
                      (-RRB- -RRB-))))))))))
    (. .)))"
15,1,"`` Yeah , I've heard more about SX-21 than space exploration lately .",55,"(S1
  (S
    (`` ``)
    (INTJ (UH Yeah))
    (, ,)
    (NP (NNP I've))
    (VP
      (VBD heard)
      (NP (JJR more))
      (PP
        (IN about)
        (ADJP
          (JJ SX-21)
          (PP (IN than) (NP (NN space) (NN exploration)))))
      (ADVP (RB lately)))
    (. .)))"
16,1,"With few exceptions , Congress has not given federal courts exclusive authority to enforce rights arising under federal law .",96,"(S1
  (S
    (PP (IN With) (NP (JJ few) (NNS exceptions)))
    (, ,)
    (NP (NNP Congress))
    (VP
      (VBZ has)
      (RB not)
      (VP
        (VBN given)
        (NP (JJ federal) (NNS courts))
        (NP
          (NP (JJ exclusive) (NN authority))
          (SBAR
            (S
              (VP
                (TO to)
                (VP
                  (VB enforce)
                  (NP (NP (NNS rights)) (VP (VBG arising)))
                  (PP (IN under) (NP (JJ federal) (NN law))))))))))
    (. .)))"
17,1,Somehow our contemporary Moloch must be induced to see reason .,76,"(S1
  (S
    (NP
      (RB Somehow)
      (PRP$ our)
      (ADJP (JJ contemporary))
      (NNP Moloch))
    (VP
      (MD must)
      (VP
        (VB be)
        (VP
          (VBN induced)
          (S (VP (TO to) (VP (VB see) (NP (NN reason))))))))
    (. .)))"
18,1,"The liberal pressure bloc ( which coyly masquerades under the name Democratic Study Group ) had fought the committee before , and had always lost .",46,"(S1
  (S
    (S
      (NP
        (NP (DT The) (JJ liberal) (NN pressure) (NN bloc))
        (PRN
          (-LRB- -LRB-)
          (SBAR
            (WHNP (WDT which))
            (S
              (VP
                (ADVP (RB coyly))
                (VBZ masquerades)
                (PP
                  (IN under)
                  (NP
                    (NP (DT the) (NN name))
                    (NP (NNP Democratic) (NNP Study) (NNP Group)))))))
          (-RRB- -RRB-)))
      (VP
        (VBD had)
        (VP
          (VBN fought)
          (ADVP (NP (DT the) (NN committee)) (RB before)))))
    (, ,)
    (CC and)
    (S (VP (VBD had) (ADVP (RB always)) (VP (VBN lost))))
    (. .)))"
19,1,`` Young for his age '' means only the presence of some minor characteristic not quite usual .,90,"(S1
  (S
    (NP
      (`` ``)
      (NP (NNP Young))
      (PP (IN for) (NP (PRP$ his) (NN age)))
      ('' ''))
    (VP
      (VBZ means)
      (ADVP (RB only))
      (NP
        (NP (DT the) (NN presence))
        (PP
          (IN of)
          (NP
            (NP (DT some) (JJ minor) (NN characteristic))
            (PP (RB not) (ADJP (RB quite) (JJ usual)))))))
    (. .)))"
0,2,"When he had given the call a few moments thought , he went into the kitchen to ask Mrs. Yamata to prepare tea and sushi for the visitors , using the formal English china and the silver tea service which had been donated to the mission , then he went outside to inspect the grounds .",78,"(S1
  (S
    (SBAR
      (WHADVP (WRB When))
      (S
        (NP (PRP he))
        (VP
          (VBD had)
          (VP
            (VBN given)
            (NP (DT the) (NN call))
            (NP
              (NP (DT a) (JJ few) (NNS moments))
              (VP (VBN thought)))))))
    (, ,)
    (S
      (NP (PRP he))
      (VP
        (VBD went)
        (PP
          (IN into)
          (NP
            (DT the)
            (NN kitchen)
            (S
              (VP
                (TO to)
                (VP
                  (VB ask)
                  (NP (NNP Mrs.) (NNP Yamata))
                  (S
                    (VP
                      (TO to)
                      (VP
                        (VB prepare)
                        (NP (NN tea) (CC and) (NN sushi))
                        (PP (IN for) (NP (DT the) (NNS visitors)))))))))))
        (, ,)
        (S
          (VP
            (VBG using)
            (NP
              (NP (DT the) (JJ formal) (JJ English) (NN china))
              (CC and)
              (NP
                (NP (DT the) (NN silver) (NN tea) (NN service))
                (SBAR
                  (WHNP (WDT which))
                  (S
                    (VP
                      (VBD had)
                      (VP
                        (VBN been)
                        (VP
                          (VBN donated)
                          (PP (TO to) (NP (DT the) (NN mission))))))))))))))
    (, ,)
    (RB then)
    (S
      (NP (PRP he))
      (VP
        (VBD went)
        (ADVP (RB outside))
        (S
          (VP (TO to) (VP (VB inspect) (NP (DT the) (NNS grounds)))))))
    (. .)))"
1,2,But he admired Housman's `` subtle intellectuality '' and delighted in the inversion by which Divine Love becomes the most `` fatal '' allurement in `` Love The Tempter '' .,88,"(S1
  (S
    (CC But)
    (NP (PRP he))
    (VP
      (VP
        (VBD admired)
        (NP (NNP Housman's))
        (`` ``)
        (NP (JJ subtle) (NN intellectuality))
        ('' ''))
      (CC and)
      (VP
        (VBD delighted)
        (PP
          (IN in)
          (NP
            (NP (DT the) (NN inversion))
            (SBAR
              (WHPP (IN by) (WHNP (WDT which)))
              (S
                (NP (NNP Divine) (NNP Love))
                (VP
                  (VBZ becomes)
                  (NP
                    (DT the)
                    (JJS most)
                    (`` ``)
                    (JJ fatal)
                    ('' '')
                    (NN allurement)))))))
        (PP
          (IN in)
          (`` ``)
          (NP (NNP Love) (NNP The) (NNP Tempter))
          ('' ''))))
    (. .)))"
2,2,"These would be his hardest years , she knew , and he missed his father desperately .",11,"(S1
  (S
    (NP (DT These))
    (VP
      (MD would)
      (VP
        (VB be)
        (NP
          (NP (PRP$ his) (JJS hardest) (NNS years) (, ,))
          (SBAR
            (S
              (S (NP (PRP she)) (VP (VBD knew)))
              (, ,)
              (CC and)
              (S
                (NP (PRP he))
                (VP
                  (VBD missed)
                  (NP (PRP$ his) (NN father))
                  (ADVP (RB desperately)))))))))
    (. .)))"
3,2,"Prior to 1960 , in order to provide matching for the minimum ( base ) allotment , State funds had to equal 1954 State funds .",35,"(S1
  (S
    (ADVP (RB Prior) (PP (TO to) (NP (CD 1960))))
    (, ,)
    (SBAR
      (IN in)
      (NN order)
      (S
        (VP
          (TO to)
          (VP
            (VB provide)
            (PP
              (VBG matching)
              (PP
                (IN for)
                (NP
                  (DT the)
                  (JJ minimum)
                  (-LRB- -LRB-)
                  (NN base)
                  (-RRB- -RRB-)
                  (NN allotment))))))))
    (, ,)
    (NP (NNP State) (NNS funds))
    (VP
      (VBD had)
      (S
        (VP
          (TO to)
          (VP (VB equal) (NP (CD 1954) (NN State) (NNS funds))))))
    (. .)))"
4,2,2 ) The concept that an `` American national folklore '' exists is itself probably another propagandistic legend .,52,"(S1
  (S
    (LST (LS 2))
    (-RRB- -RRB-)
    (NP
      (DT The)
      (NN concept)
      (SBAR
        (IN that)
        (S
          (NP
            (DT an)
            (`` ``)
            (JJ American)
            (JJ national)
            (NN folklore)
            ('' ''))
          (VP (VBZ exists)))))
    (VP
      (VBZ is)
      (NP (PRP itself))
      (ADVP (RB probably))
      (NP (DT another) (JJ propagandistic) (NN legend)))
    (. .)))"
5,2,And it was because of an old Norberg inheritance that I got to understand them all so well .,53,"(S1
  (S
    (CC And)
    (NP (PRP it))
    (VP
      (VBD was)
      (PP
        (IN because)
        (IN of)
        (NP (DT an) (JJ old) (NNP Norberg) (NN inheritance)))
      (SBAR
        (IN that)
        (S
          (NP (PRP I))
          (VP
            (VBD got)
            (S (VP (TO to) (VP (VB understand) (NP (PRP them)))))
            (ADVP (DT all) (IN so) (RB well))))))
    (. .)))"
